"IOC3_1_Binomial"	"SpeciesID"	"IOC3_1_Order"	"IOC3_1_Family"	"IOC3_1_Genus"	"IOC3_1_Species"	"Taxonomic_Comments"	"Extinct_full"	"Extinct_partial"	"Marine_full"	"Marine_partial"	"Migratory_status"	"Migr_dir_full"	"Migr_dir_partial"	"Migr_dir_local"	"Migr_disp_full"	"Migr_disp_partial"	"Migr_disp_local"	"Migr_altitudinal"	"Irruptive"	"Nomad_full"	"Nomad_partial"	"Nomad_local"	"Resid_full"	"Resid_partial"	"Unknown"	"Uncertain"	"Migratory_status_Comments"	"Doublechecked"
"Tinamus_tao"	1	"TINAMIFORMES"	"Tinamidae"	"Tinamus"	"tao"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Tinamus_solitarius"	2	"TINAMIFORMES"	"Tinamidae"	"Tinamus"	"solitarius"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Tinamus_osgoodi"	3	"TINAMIFORMES"	"Tinamidae"	"Tinamus"	"osgoodi"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Tinamus_major"	4	"TINAMIFORMES"	"Tinamidae"	"Tinamus"	"major"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Tinamus_guttatus"	5	"TINAMIFORMES"	"Tinamidae"	"Tinamus"	"guttatus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothocercus_bonapartei"	6	"TINAMIFORMES"	"Tinamidae"	"Nothocercus"	"bonapartei"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothocercus_julius"	7	"TINAMIFORMES"	"Tinamidae"	"Nothocercus"	"julius"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothocercus_nigrocapillus"	8	"TINAMIFORMES"	"Tinamidae"	"Nothocercus"	"nigrocapillus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_berlepschi"	9	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"berlepschi"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_cinereus"	10	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"cinereus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_soui"	11	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"soui"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_ptaritepui"	12	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"ptaritepui"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_obsoletus"	13	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"obsoletus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_undulatus"	14	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"undulatus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary, moves to Terra firme after rainy season"	NA
"Crypturellus_transfasciatus"	15	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"transfasciatus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_strigulosus"	16	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"strigulosus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_duidae"	17	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"duidae"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_erythropus"	18	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"erythropus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_noctivagus"	19	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"noctivagus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_atrocapillus"	20	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"atrocapillus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_cinnamomeus"	21	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"cinnamomeus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably more or less sedentary"	NA
"Crypturellus_boucardi"	22	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"boucardi"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably more or less sedentary"	NA
"Crypturellus_kerriae"	23	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"kerriae"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_variegatus"	24	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"variegatus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_brevirostris"	25	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"brevirostris"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_bartletti"	26	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"bartletti"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_parvirostris"	27	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"parvirostris"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_casiquiare"	28	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"casiquiare"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Crypturellus_tataupa"	29	"TINAMIFORMES"	"Tinamidae"	"Crypturellus"	"tataupa"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Rhynchotus_rufescens"	30	"TINAMIFORMES"	"Tinamidae"	"Rhynchotus"	"rufescens"	"in HBW Rhynchotus_rufescens includes race maculicollis"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Rhynchotus_maculicollis"	31	"TINAMIFORMES"	"Tinamidae"	"Rhynchotus"	"maculicollis"	"in HBW maculicollis is race of Rhynchotus_rufescens"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary (text on rufescens in HBW)"	NA
"Nothoprocta_taczanowskii"	32	"TINAMIFORMES"	"Tinamidae"	"Nothoprocta"	"taczanowskii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothoprocta_ornata"	33	"TINAMIFORMES"	"Tinamidae"	"Nothoprocta"	"ornata"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably more or less sedentary"	NA
"Nothoprocta_perdicaria"	34	"TINAMIFORMES"	"Tinamidae"	"Nothoprocta"	"perdicaria"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothoprocta_cinerascens"	35	"TINAMIFORMES"	"Tinamidae"	"Nothoprocta"	"cinerascens"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothoprocta_pentlandii"	36	"TINAMIFORMES"	"Tinamidae"	"Nothoprocta"	"pentlandii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothoprocta_curvirostris"	37	"TINAMIFORMES"	"Tinamidae"	"Nothoprocta"	"curvirostris"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothura_boraquira"	38	"TINAMIFORMES"	"Tinamidae"	"Nothura"	"boraquira"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothura_minor"	39	"TINAMIFORMES"	"Tinamidae"	"Nothura"	"minor"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothura_darwinii"	40	"TINAMIFORMES"	"Tinamidae"	"Nothura"	"darwinii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothura_maculosa"	41	"TINAMIFORMES"	"Tinamidae"	"Nothura"	"maculosa"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Nothura_chacoensis"	42	"TINAMIFORMES"	"Tinamidae"	"Nothura"	"chacoensis"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Taoniscus_nanus"	43	"TINAMIFORMES"	"Tinamidae"	"Taoniscus"	"nanus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Eudromia_elegans"	44	"TINAMIFORMES"	"Tinamidae"	"Eudromia"	"elegans"	""	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"presumably sedentary, but moves about in groups over fairly large areas in winter, when food is scarce"	1
"Eudromia_formosa"	45	"TINAMIFORMES"	"Tinamidae"	"Eudromia"	"formosa"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Tinamotis_pentlandii"	46	"TINAMIFORMES"	"Tinamidae"	"Tinamotis"	"pentlandii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Tinamotis_ingoufi"	47	"TINAMIFORMES"	"Tinamidae"	"Tinamotis"	"ingoufi"	""	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"resident, tends to move near coast in winter"	1
"Struthio_camelus"	48	"STRUTHIONIFORMES"	"Struthionidae"	"Struthio"	"camelus"	"in HBW Struthio_camelus includes race molybdophanes"	0	0	0	0	"resident"	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	"sedentary or nomadic depending on aridity of region, in W probably moves S in dry season returning N with rains"	1
"Struthio_molybdophanes"	49	"STRUTHIONIFORMES"	"Struthionidae"	"Struthio"	"molybdophanes"	"in HBW molybdophanes is race of Struthio_camelus"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"sedentary or nomadic depending on aridity of region (text on camelus in HBW)"	1
"Rhea_americana"	50	"RHEIFORMES"	"Rheidae"	"Rhea"	"americana"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Rhea_pennata"	51	"RHEIFORMES"	"Rheidae"	"Rhea"	"pennata"	"HBW: Pterocnemia_pennata"	0	0	0	0	"resident"	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	"sedentary, S popltns mostly move into uplands for breeding"	1
"Casuarius_casuarius"	52	"CASUARIIFORMES"	"Casuariidae"	"Casuarius"	"casuarius"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"presumably sedentary, some evidence of irregular nomadic movements"	1
"Casuarius_bennetti"	53	"CASUARIIFORMES"	"Casuariidae"	"Casuarius"	"bennetti"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Casuarius_unappendiculatus"	54	"CASUARIIFORMES"	"Casuariidae"	"Casuarius"	"unappendiculatus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Dromaius_novaehollandiae"	55	"CASUARIIFORMES"	"Dromaiidae"	"Dromaius"	"novaehollandiae"	"includes extinct subspecies ater, baudinianus, diemenensis"	0	1	0	0	"nomadic"	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	"sedentary or nomadic (food and water availability), in W seasonal N-S movements following rains"	1
"Apteryx_australis"	56	"APTERYGIFORMES"	"Apterygidae"	"Apteryx"	"australis"	"in HBW Apteryx_australis includes race mantelli"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	1
"Apteryx_mantelli"	57	"APTERYGIFORMES"	"Apterygidae"	"Apteryx"	"mantelli"	"in HBW mantelli is race of Apteryx_australis, but it is a separate species in HBW online"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"sedentary (text on australis in HBW)"	1
"Apteryx_rowi"	58	"APTERYGIFORMES"	"Apterygidae"	"Apteryx"	"rowi"	"in HBW rowi not found at all, but it is now recognized as a separate species in HBW online"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"resident"	1
"Apteryx_owenii"	59	"APTERYGIFORMES"	"Apterygidae"	"Apteryx"	"owenii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Apteryx_haastii"	60	"APTERYGIFORMES"	"Apterygidae"	"Apteryx"	"haastii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Alectura_lathami"	61	"GALLIFORMES"	"Megapodiidae"	"Alectura"	"lathami"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Aepypodius_arfakianus"	62	"GALLIFORMES"	"Megapodiidae"	"Aepypodius"	"arfakianus"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Aepypodius_bruijnii"	63	"GALLIFORMES"	"Megapodiidae"	"Aepypodius"	"bruijnii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Talegalla_cuvieri"	64	"GALLIFORMES"	"Megapodiidae"	"Talegalla"	"cuvieri"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Talegalla_fuscirostris"	65	"GALLIFORMES"	"Megapodiidae"	"Talegalla"	"fuscirostris"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Talegalla_jobiensis"	66	"GALLIFORMES"	"Megapodiidae"	"Talegalla"	"jobiensis"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Leipoa_ocellata"	67	"GALLIFORMES"	"Megapodiidae"	"Leipoa"	"ocellata"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Macrocephalon_maleo"	68	"GALLIFORMES"	"Megapodiidae"	"Macrocephalon"	"maleo"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably mostly sedentary"	NA
"Eulipoa_wallacei"	69	"GALLIFORMES"	"Megapodiidae"	"Eulipoa"	"wallacei"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Megapodius_pritchardii"	70	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"pritchardii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Megapodius_laperouse"	71	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"laperouse"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"some movements between islands likely"	NA
"Megapodius_nicobariensis"	72	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"nicobariensis"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Megapodius_cumingii"	73	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"cumingii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"some movements between islands likely"	NA
"Megapodius_bernsteinii"	74	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"bernsteinii"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Megapodius_tenimberensis"	75	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"tenimberensis"	"in HBW tenimberensis is race of Megapodius_reinwardt, but it is a separate species in HBW online"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumed sedentary (text on reinwardt in HBW)"	1
"Megapodius_freycinet"	76	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"freycinet"	"in HBW Megapodius_freycinet includes race geelvinkianus, in HBW online includes forsteni"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"few data available, presumably sedentary"	1
"Megapodius_forsteni"	77	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"forsteni"	"in HBW forstenii is race of Megapodius_reinwardt, but it is included in Megapodius_freycinet in HBW online"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary (text on reinwardt in HBW)"	1
"Megapodius_geelvinkianus"	78	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"geelvinkianus"	"in HBW geelvinkianus is race of Megapodius_freycinet"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary (text on freycinet in HBW)"	1
"Megapodius_eremita"	79	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"eremita"	""	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"partly dispersive in one area and may move mostly to coast (New Britain)"	1
"Megapodius_layardi"	80	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"layardi"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Megapodius_decollatus"	81	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"decollatus"	"HBW: Megapodius_affinis"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Megapodius_reinwardt"	82	"GALLIFORMES"	"Megapodiidae"	"Megapodius"	"reinwardt"	"in HBW Megapodius_reinwardt includes races tenimberensis and forstenii"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	1
"Ortalis_vetula"	83	"GALLIFORMES"	"Cracidae"	"Ortalis"	"vetula"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Ortalis_cinereiceps"	84	"GALLIFORMES"	"Cracidae"	"Ortalis"	"cinereiceps"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Ortalis_garrula"	85	"GALLIFORMES"	"Cracidae"	"Ortalis"	"garrula"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_ruficauda"	86	"GALLIFORMES"	"Cracidae"	"Ortalis"	"ruficauda"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_erythroptera"	87	"GALLIFORMES"	"Cracidae"	"Ortalis"	"erythroptera"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_wagleri"	88	"GALLIFORMES"	"Cracidae"	"Ortalis"	"wagleri"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_poliocephala"	89	"GALLIFORMES"	"Cracidae"	"Ortalis"	"poliocephala"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_canicollis"	90	"GALLIFORMES"	"Cracidae"	"Ortalis"	"canicollis"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Ortalis_leucogastra"	91	"GALLIFORMES"	"Cracidae"	"Ortalis"	"leucogastra"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_guttata"	92	"GALLIFORMES"	"Cracidae"	"Ortalis"	"guttata"	"in HBW Ortalis_guttata includes races squamata, araucuan and columbiana"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_araucuan"	93	"GALLIFORMES"	"Cracidae"	"Ortalis"	"araucuan"	"in HBW araucuan is race of Ortalis_guttata"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary (text on guttata in HBW)"	NA
"Ortalis_squamata"	94	"GALLIFORMES"	"Cracidae"	"Ortalis"	"squamata"	"in HBW squamata is race of Ortalis_guttata"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary (text on guttata in HBW)"	NA
"Ortalis_columbiana"	95	"GALLIFORMES"	"Cracidae"	"Ortalis"	"columbiana"	"in HBW columbiana is race of Ortalis_guttata"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary (text on guttata in HBW)"	NA
"Ortalis_motmot"	96	"GALLIFORMES"	"Cracidae"	"Ortalis"	"motmot"	"in HBW Ortalis_motmot includes race ruficeps"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Ortalis_ruficeps"	97	"GALLIFORMES"	"Cracidae"	"Ortalis"	"ruficeps"	"in HBW ruficeps is race of Ortalis_motmot"	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary (text on motmot in HBW)"	NA
"Ortalis_superciliaris"	98	"GALLIFORMES"	"Cracidae"	"Ortalis"	"superciliaris"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Penelope_argyrotis"	99	"GALLIFORMES"	"Cracidae"	"Penelope"	"argyrotis"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information available, presumably largely sedentary"	NA
"Penelope_barbata"	100	"GALLIFORMES"	"Cracidae"	"Penelope"	"barbata"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably sedentary"	NA
"Penelope_ortoni"	101	"GALLIFORMES"	"Cracidae"	"Penelope"	"ortoni"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information available, presumably largely sedentary"	NA
"Penelope_montagnii"	102	"GALLIFORMES"	"Cracidae"	"Penelope"	"montagnii"	""	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"non-migratory, but performs seasonal movements in search of fruit, sometimes leaving forest"	1
"Penelope_marail"	103	"GALLIFORMES"	"Cracidae"	"Penelope"	"marail"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"few data but presumably sedentary"	NA
"Penelope_superciliaris"	104	"GALLIFORMES"	"Cracidae"	"Penelope"	"superciliaris"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Penelope_dabbenei"	105	"GALLIFORMES"	"Cracidae"	"Penelope"	"dabbenei"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"few data but presumably sedentary"	NA
"Penelope_purpurascens"	106	"GALLIFORMES"	"Cracidae"	"Penelope"	"purpurascens"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"sedentary but some seasonal altitudinal movements may occur"	NA
"Penelope_perspicax"	107	"GALLIFORMES"	"Cracidae"	"Penelope"	"perspicax"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Penelope_albipennis"	108	"GALLIFORMES"	"Cracidae"	"Penelope"	"albipennis"	""	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"some local movements with seasonality"	NA
"Penelope_jacquacu"	109	"GALLIFORMES"	"Cracidae"	"Penelope"	"jacquacu"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Penelope_obscura"	110	"GALLIFORMES"	"Cracidae"	"Penelope"	"obscura"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Penelope_pileata"	111	"GALLIFORMES"	"Cracidae"	"Penelope"	"pileata"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Penelope_ochrogaster"	112	"GALLIFORMES"	"Cracidae"	"Penelope"	"ochrogaster"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Penelope_jacucaca"	113	"GALLIFORMES"	"Cracidae"	"Penelope"	"jacucaca"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Pipile_pipile"	114	"GALLIFORMES"	"Cracidae"	"Pipile"	"pipile"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	""	NA
"Pipile_cumanensis"	115	"GALLIFORMES"	"Cracidae"	"Pipile"	"cumanensis"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"presumably mostly sedentary, possibly makes altitud movements"	NA
"Pipile_cujubi"	116	"GALLIFORMES"	"Cracidae"	"Pipile"	"cujubi"	""	0	0	0	0	"resident"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"no information, presumably sedentary"	NA
"Pipile_jacutinga"	117	"GALLIFORMES"	"Cracidae"	"Pipile"	"jacutinga"	""	0	0	0	0	"resident"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	"altitud movements reported (palmito fruit availability) but challenged by others, some areas visited seasonally in past"	1
