"","speccode","shift_max20_P.1.3","shift_min20_P.1.3","shift_all_P.1.3","shift_max20_P.1.2","shift_min20_P.1.2","shift_all_P.1.2","shift_max20_P.2.3","shift_min20_P.2.3","shift_all_P.2.3","nrecord_P.1","nrecord_P.2","nrecord_P.3"
"23",94,-0.0756278383236406,-0.085672535760537,-0.106518161188383,-0.102490978983781,-0.203509598185036,-0.169915847921921,0.0268631406601401,0.117837062424499,0.0633976867335377,666,674,536
"24",95,0.0371642893821829,-3.49611742535462,-1.31219928245728,0.0827551587486326,-2.77865980329236,-0.923662892167783,-0.0455908693664497,-0.717457622062255,-0.388536390289495,411,674,870
"25",105,0.0370551082632176,-0.477041115699627,-0.208072244078082,-0.0138148237438855,-0.46702857334116,-0.20691927224096,0.0508699320071031,-0.0100125423584672,-0.00115297183712215,373,498,481
"26",109,0.379645421748634,0.0138519295319739,-0.0217208474162973,0.204942645896502,0.0119390768530323,-0.0710953647471726,0.174702775852133,0.00191285267894159,0.0493745173308753,1823,2178,2342
"27",110,0.214932176081405,-0.00483678249147346,-0.343903887805162,0.000997553220052794,0.00437272415416601,0.0212899638374466,0.213934622861352,-0.00920950664563946,-0.365193851642609,1426,1544,2573
"28",113,0.0142559829312034,-0.106264084035985,0.0181716440999438,-0.0125866782778843,-0.286340589939876,-0.0218790810857001,0.0268426612090877,0.180076505903891,0.0400507251856439,375,398,401
"29",116,-0.185448667926408,-0.0159471716223081,-0.088603926675809,0.022815592048282,-0.00521329352120148,-0.0622179524672646,-0.20826425997469,-0.0107338781011066,-0.0263859742085444,2590,2480,2451
"30",119,0.188795536243866,0.399002744569387,0.522661885626668,0.18886918500322,0.368848971765189,0.334145780960405,-7.36487593542279e-05,0.0301537728041978,0.188516104666263,598,693,663
"31",120,2.29471688907653,-0.261811805410289,0.662957119684982,1.17721909359073,-0.162193258808465,0.42814800754627,1.1174977954858,-0.0996185466018247,0.234809112138713,259,625,1033
"32",124,-0.87247542639323,-1.03368597300003,-2.16853579280973,-0.067460952283092,-1.01437341153265,-1.27104373098992,-0.805014474110138,-0.0193125614673875,-0.897492061819818,515,1048,1457
"33",125,0.56675605492908,0.600568102740141,0.331053627040042,0.13043929481546,0.401967837414112,0.172979502272135,0.43631676011362,0.198600265326029,0.158074124767907,1082,945,848
"34",126,-0.017093996308823,0.0453284110327061,0.0394099250697195,0.00910780768732877,-0.0185354821903445,0.0208943196376623,-0.0262018039961518,0.0638638932230506,0.0185156054320572,195,173,175
"35",127,-0.131459069377982,1.36629541197728,0.606795187761314,-0.135436048018391,0.795773081984876,0.275222188740415,0.00397697864040936,0.5705223299924,0.331572999020899,603,432,433
"36",128,-0.127240319383993,0.765146444101262,0.232354610003568,-0.231677220582888,0.363860158558914,0.00282332445684119,0.104436901198895,0.401286285542348,0.229531285546727,182,66,51
"37",130,1.51119181953531,-0.470018470488327,0.905805601735068,0.875185518882759,-0.123934435377222,0.469781914836972,0.636006300652554,-0.346084035111105,0.436023686898096,919,1214,1638
"38",131,-0.547623044502522,0.387042073732751,0.0621050539355181,-0.116018368344236,0.229919408453853,0.0661455601995229,-0.431604676158287,0.157122665278898,-0.00404050626400476,2005,1629,1230
"39",132,2.23327538034004,0.235920916745215,1.36588431297946,1.80251237186889,0.00179300785879377,1.16419375790402,0.430763008471153,0.234127908886421,0.201690555075444,405,804,867
"40",133,0.954257448559936,-0.0566264860569774,0.124508941309912,0.418758743245668,-0.00549695501128156,0.0599223537396654,0.535498705314268,-0.0511295310456958,0.0645865875702469,2250,2269,2379
"41",136,1.33625992949879,-0.0404881230741765,0.856428149652757,0.242762929286194,0.0156741060968457,0.393081118444897,1.0934970002126,-0.0561622291710222,0.46334703120786,633,420,678
"42",141,-0.265215780995106,3.38345528522752,1.79566608119514,-0.584335911475208,2.73426836779857,1.56460239330132,0.319120130480101,0.649186917428949,0.231063687893815,660,161,184
"43",142,0.840485849726321,0.00219528888416676,-0.146810901323981,0.0223459942586999,0.052034072722229,-0.112900391257348,0.818139855467621,-0.0498387838380623,-0.033910510066633,2240,2032,2067
"44",145,0.0554271853635555,-0.0422604292726447,-0.260021703019412,0.159670396265447,0.0575130371317556,-0.122989075912905,-0.104243210901892,-0.0997734664044003,-0.137032627106507,1690,1603,1625
"45",152,0,0.108762573678618,-0.643026653308524,0,0.116435099948689,-0.27658645763541,0,-0.00767252627007053,-0.366440195673114,1532,1702,1961
"46",155,-0.152290019194908,0.281516830154118,0.144107241680416,-0.207281400029352,0.119713789567655,-0.0596219735046617,0.0549913808344442,0.161803040586463,0.203729215185078,93,54,50
"47",159,1.98793036816289,-0.435436808256078,0.195715917947354,0.308617748833754,-0.417103232448447,-0.0576644775123185,1.67931261932913,-0.0183335758076311,0.253380395459672,288,420,597
"48",160,-0.0223311952983849,-0.00363683752242139,-0.215273181885912,-0.0266602142059043,-0.00413366251216019,-0.3590979621587,0.00432901890751936,0.000496824989738798,0.143824780272787,916,1025,956
"49",167,0.0135028476622665,0.256273800193824,0.247371494532899,0.00485854130946706,0.175274088356602,0.0772872852027362,0.00864430635279945,0.0809997118372223,0.170084209330163,849,784,682
"50",171,0,0.227852829993438,0.129014812901097,-0.0223323569254674,0.183911501543307,0.0309187880360042,0.0223323569254674,0.0439413284501313,0.0980960248650931,2573,2340,2126
"51",186,-0.00891610067620974,-0.330783789644954,0.547084789127929,0.00459977049605698,-0.727948195916497,0.0307301340140356,-0.0135158711722667,0.397164406271543,0.516354655113894,472,569,422
"52",192,6.14530336591201e-05,-0.108202076263261,0.852259565245163,-0.00426660433021908,-0.0018732900109768,0.394806426645246,0.0043280573638782,-0.106328786252284,0.457453138599917,2231,1806,1542
"53",196,-0.0370196080141625,0.169078217652434,0.293007391449407,0.0669466540865997,0.0887622930838319,-0.0145613435650631,-0.103966262100762,0.0803159245686018,0.30756873501447,1693,1204,852
"54",203,0.00426660433021908,0.22546130544557,0.236349711179059,-0.00437770202258037,-0.164247199695296,0.0437220785873222,0.00864430635279945,0.389708505140867,0.192627632591737,1947,1893,1624
"55",206,0.0717223350796914,0.0464194871631278,0.258201262035847,0.0897500263839959,-0.250727235108215,0.0910824477954435,-0.0180276913043045,0.297146722271343,0.167118814240403,1672,1473,961
"56",208,0.30388137379294,0.183970137509881,0.09855615859653,0.395847342719428,-0.00171096750926836,0.0766310049607242,-0.0919659689264876,0.18568110501915,0.0219251536358058,253,243,257
"57",215,-0.0665178615157629,0.0348899551614039,0.308713627103756,0.381825721179055,-0.542664673915908,-0.0920006274219531,-0.448343582694818,0.577554629077312,0.40071425452571,1406,1424,1211
"58",222,-0.01781937516634,1.17443198375041,0.344933914052184,-0.00430350399407331,-0.0761350012937783,-0.0932795013641297,-0.0135158711722667,1.25056698504419,0.438213415416314,138,166,119
"59",224,0.00426660433021908,-1.45616056296896,-0.727676398056843,0.00426660433021908,-0.717731581189767,-0.414379722483837,0,-0.738428981779194,-0.313296675573007,85,141,160
"60",232,-0.0452585488174577,-0.0135695316735465,-0.72816101371405,0.00434112304220236,-0.499436399369891,-0.94162657865607,-0.0495996718596601,0.485866867696345,0.21346556494202,1272,1913,999
"61",235,0,-0.080647085092906,0.00843325757234226,-0.00426660433021908,-2.28364268011114,-1.07489210987618,0.00426660433021908,2.20299559501823,1.08332536744852,849,1258,759
"62",236,0.0134024926796457,-0.123572512979507,-1.57782048009023,0.0358723340388494,-0.0923942148537478,-0.954429083231012,-0.0224698413592037,-0.0311782981257593,-0.623391396859219,673,1441,968
"63",237,0,0.00712307520402788,-0.983328888486369,0.00415546950607393,0.00984343423591127,-0.639008974415489,-0.00415546950607393,-0.00272035903188339,-0.34431991407088,875,1544,1194
"64",240,0.00415546950607393,-0.0223974368208104,-0.560437369125836,0.0266823894902544,-0.0119992920135275,-0.581755757664844,-0.0225269199841804,-0.010398144807283,0.021318388539008,632,1035,662
"65",242,-0.120460907846194,0.184203415334608,0.0541242466864844,-0.013328084290869,-0.0137193256544563,-0.103790361423258,-0.107132823555325,0.197922740989064,0.157914608109742,288,349,235
"66",248,-0.948772862850767,-0.0778340876788519,-0.90927834871799,0.17325792428305,-0.833762442463545,-0.792512340831507,-1.12203078713382,0.755928354784693,-0.116766007886483,110,223,66
"67",250,0.0540332711291853,0.175209238255718,-1.45938794002112,0.111982083489977,-0.0260705169742792,-0.927748759915779,-0.0579488123607916,0.201279755229997,-0.531639180105344,630,761,635
"68",251,-0.0264497651405975,1.11076368951095,0.463086091687089,-0.00415546950607393,0.179280435073494,0.0472668794756004,-0.0222942956345236,0.93148325443746,0.415819212211488,418,386,283
"69",256,0.273436666382771,0.507404835885033,0.722409883474484,-0.00731995101524063,0.0517016303303706,0.000375128623211651,0.280756617398012,0.455703205554663,0.722034754851272,166,157,102
"70",260,-0.15211684250815,0.165150476286122,-0.144912023703093,0.0407269511391632,-0.0365396282723438,0.0305226687344913,-0.192843793647313,0.201690104558466,-0.175434692437584,291,317,222
"71",262,-0.0399821197235752,0.185643927977267,0.161304586411845,0.0225733568422939,0.0263124637649454,0.022011311564043,-0.0625554765658691,0.159331464212322,0.139293274847802,281,297,234
"72",264,0,-0.53420431606073,-0.236812903685099,0.0225269199841804,0.15384898792199,-0.111129657031341,-0.0225269199841804,-0.68805330398272,-0.125683246653757,368,429,360
"73",266,-0.0357391990736318,1.06132008445483,0.116580522244789,-0.0134545428159356,0.478616589598573,0.0547366467642334,-0.0222846562576962,0.582703494856261,0.0618438754805553,208,186,153
"74",268,0,-0.0894467434988684,-0.446098587212155,-0.0176835723865452,-0.0692812650832764,-0.462761766771685,0.0176835723865452,-0.020165478415592,0.0166631795595293,1499,2086,2222
"75",269,0.0885241978668034,0.0304562917534099,0.00550866819686746,-0.13885479769268,0.0572582692800765,-0.0737437392755922,0.227378995559484,-0.0268019775266666,0.0792524074724597,1956,1821,1917
"76",270,0.526153529598659,-0.0157731906044773,0.0154418018041795,0.0634647003889057,0.0169950691214851,-0.0436142424448249,0.462688829209753,-0.0327682597259624,0.0590560442490045,2573,2510,2578
"77",271,0.540298972669071,0.0167196135963508,0.0855189557327591,-0.0487838535383105,0.0226042935870083,-0.0424393748145704,0.589082826207381,-0.00588467999065756,0.12795833054733,2072,2210,2384
"78",272,-2.32630815328912,0.284949897092531,-0.167539328957076,-1.43426406657736,0.0894972705971071,-0.095842433892102,-0.892044086711756,0.195452626495424,-0.0716968950649743,1252,940,617
"79",276,0.0617728227963141,0.0301587630285383,0.115921816352973,-0.0666146256382447,0.021860411299329,-0.00995660526113085,0.128387448434559,0.00829835172920923,0.125878421614104,2548,2418,2363
"80",279,0.843748708104549,-0.0185846568699404,0.384063091981623,-0.00183190194461957,0.102651147626183,-0.0626932547565602,0.845580610049169,-0.121235804496123,0.446756346738184,1777,1110,1892
"81",284,-0.164904237401814,0.295111984775502,0.152384130179001,-0.175207820895601,0.215066894115651,0.063611836686313,0.010303583493787,0.0800450906598513,0.0887722934926884,1381,1228,1238
"82",285,0.0704981328070104,0.0219836942910661,-0.0188177389264439,0.0712802059732951,0.0905711009892514,-0.0754184734043193,-0.000782073166284647,-0.0685874066981853,0.0566007344778754,2305,2054,2183
"83",286,-0.299679609146338,0.00391498724410155,0.101876564786572,-0.495889422840733,0.0754391333290769,-0.0174623026763214,0.196209813694395,-0.0715241460849754,0.119338867462893,590,445,490
"84",287,-0.139856678686328,-0.0397466555212205,0.00988779975345722,-0.0495011800702514,-0.0647160490984007,-0.0696776880614252,-0.0903554986160771,0.0249693935771802,0.0795654878148824,801,679,414
"85",289,-1.49081393632562,0.026910124442729,-0.380237598834874,-1.4353596937331,0.150637304653934,-0.313484422397806,-0.0554542425925177,-0.123727180211205,-0.0667531764370679,562,274,323
"86",295,-0.837586503347154,0.0432272168815615,-0.0964305999231811,-0.357986235775726,0.0130808814203789,0.00290083196529878,-0.479600267571428,0.0301463354611826,-0.0993314318884799,2201,2215,2127
"87",300,0.853694185880244,-0.023426474017505,0.318680529745201,0.483233083588381,0.0105358033326439,0.189308631001104,0.370461102291863,-0.0339622773501489,0.129371898744097,1305,1224,1334
"88",308,0.380925665904314,0.0672535805762067,0.112818866896326,0.618050229989976,0.0569174412137556,0.1130310462366,-0.237124564085661,0.010336139362451,-0.000212179340273622,1623,1555,1639
"89",310,0.16340887115603,-0.0387390407675667,0.138983587751525,-0.0575334989797511,-0.00559951863855446,-0.136745694346857,0.220942370135781,-0.0331395221290123,0.275729282098382,2050,1959,2334
"90",311,-0.098330551370573,0.302888285513546,0.0701770611465662,0.167364778375848,0.202387133738625,0.130276322133355,-0.265695329746421,0.100501151774921,-0.0600992609867887,887,790,560
"91",318,0.847557932557272,0.346931712823945,0.559565010646772,-0.488230308886379,0.33523802257919,0.0279003934046003,1.33578824144365,0.0116936902447549,0.531664617242171,196,73,155
"92",319,0.00426660433021908,0.0634372751552661,0.00665075300324958,0.00426660433021908,0.0327682597259624,0.0118203624948379,0,0.0306690154293037,-0.00516960949158829,2778,2729,2748
"93",321,0.284506818616919,0.129476867678491,0.535357642706572,-0.0025358867914278,0.108901936908701,0.0220074472378826,0.287042705408346,0.02057493076979,0.513350195468689,2043,1559,1751
"94",322,0.438389996181535,-0.0111103891308275,0.13750864666536,-0.154079040083751,0.00588467999065756,0.0641244194002581,0.592469036265285,-0.0169950691214851,0.0733842272651017,2600,2626,2685
"95",325,-0.218520771366805,-0.00588467999065756,0.087031914680189,-0.123681525204901,0,-0.0279345217764799,-0.0948392461619036,-0.00588467999065756,0.114966436456669,2425,2393,2500
"96",330,-0.0499953738839807,0.0872086468257791,0.56670602626432,-0.0253471764697579,-0.0480372830956171,0.255045968046687,-0.0246481974142228,0.135245929921396,0.311660058217633,1793,1524,1269
"97",332,0.00430350399407331,-0.0380032955738443,0.0579126554525544,3.68996638542285e-05,0.0211528729157919,0.104395051056791,0.00426660433021908,-0.0591561684896362,-0.0464823956042366,2626,2539,2571
"98",334,-0.215610170034459,0.300417883449853,-0.0400648727600768,-0.0806814491630732,0.0630241533197378,0.0211847772503475,-0.134928720871386,0.237393730130115,-0.0612496500104243,1155,1047,785
"99",336,0.649579337715629,0.00799458155373145,-0.104594394049514,0.379260500833041,0.0951928156202229,-0.00362189881939656,0.270318836882588,-0.0871982340664914,-0.100972495230117,1845,1979,2189
"100",337,1.21828094756583,-0.0146371090930231,0.0964128657383583,1.02976395085552,0.0300254922420962,0.0933691899812459,0.188516996710305,-0.0446626013351192,0.0030436757571124,2662,2669,2734
"101",339,-0.0798572076661088,-0.0202279175464781,0.0121700299134702,-0.0139383591560076,-0.0166649247505006,0.0999938890775667,-0.0659188485101012,-0.00356299279597749,-0.0878238591640965,1434,1309,1296
"102",340,-0.000370675873760717,0,0.0236938964320927,0.00855772489846629,0.0159471716223081,0.0349389940253815,-0.00892840077222701,-0.0159471716223081,-0.0112450975932887,2757,2747,2773
"103",342,0.0684900535792252,0,0.0243681785077854,0.0821516730258267,0.0159471716223081,-0.0710880813475825,-0.0136616194466015,-0.0159471716223081,0.0954562598553679,2601,2511,2619
"104",345,0.415279830617195,0.0157731906044773,0.0832673270208844,0.411381716114178,0.0159471716223081,0.0669523481810899,0.00389811450301636,-0.000173981017830727,0.0163149788397945,2609,2629,2662
"105",347,-0.15590812380244,0.0769735496517825,-0.0625847469134726,-0.26436214149706,-0.0328787133374746,-0.147227940295735,0.108454017694619,0.109852262989257,0.0846431933822629,639,457,366
"106",352,2.28195888641071,-0.269878496317638,0.544038314666096,0.957735880001998,-0.170822990771448,0.345074382128686,1.32422300640872,-0.0990555055461897,0.19896393253741,68,103,131
"107",353,-0.134011213975626,0.0338103552498055,0.103361042880266,0.0528777720160249,0.107167133847938,0.121800746867649,-0.186888985991651,-0.0733567785981322,-0.0184397039873829,1661,1327,1144
"108",354,-0.09275026332012,0.143782755939611,0.735774047679691,-0.0283745566496094,-0.0612146798797184,0.314209643674246,-0.0643757066705106,0.20499743581933,0.421564404005444,1676,1404,880
"109",355,0.511075724373285,0.00932745532460899,0.0854106318210057,0.102401415943717,0.0711532265850821,0.346064631819665,0.408674308429568,-0.0618257712604731,-0.260653999998659,1217,1034,1870
"110",357,0,0.0505750232352113,0.289147581162815,0,0.118747190567028,0.129974444901727,0,-0.0681721673318165,0.159173136261089,1864,1738,1611
"111",370,-0.349630636947317,0.400382372713118,0.0622745575662265,-0.0716131112168483,0.432326654322381,0.12565860728585,-0.278017525730469,-0.0319442816092632,-0.0633840497196232,745,544,424
"112",371,-0.0135646078711815,0,-0.0277709215877024,-0.0137250565102818,0.0159471716223081,-0.0390431670582885,0.000160448639100252,-0.0159471716223081,0.011272245470586,2722,2664,2705
"113",376,-0.0775547103022731,-0.00449067283312843,-0.0223260475206359,0.0353513190003127,0.00661971629769909,-0.0227142868397507,-0.112906029302586,-0.0111103891308275,0.000388239319114803,2680,2620,2653
"114",377,0.724935207561089,0.400750770775751,0.267448566865482,0.364413530984386,-1.82983645904439,-0.282261424422458,0.360521676576703,2.23058722982014,0.549709991287941,111,136,75
"115",378,0.0447637854947729,0.0716593315476644,0.0986659177623181,0.0184813285981207,0.0518367822164052,0.0533880852213073,0.0262824568966522,0.0198225493312592,0.0452778325410108,2449,2397,2453
"116",384,0.356576273841178,0.0647366112184997,0.749825753841165,-0.101984071181626,0.11868906177687,0.266963561120974,0.458560345022804,-0.0539524505583699,0.482862192720191,1882,1189,1663
"117",389,0.518453949749599,-0.0148151136364092,0.205940691504843,0.0859574969664436,0.0322891862585948,0.120765324917386,0.432496452783155,-0.047104299895004,0.0851753665874568,2069,1887,2138
"118",393,1.5192457602971,-0.172722586177777,0.206983046296038,0.89710114348096,-0.0540168357958493,0.0619289821394275,0.622144616816136,-0.118705750381928,0.145054064156611,775,790,1087
"119",409,1.57487811997635,-0.182779820345004,0.36129426467209,1.03673589102137,-0.0812313085737131,0.193826976139057,0.538142228954982,-0.101548511771291,0.167467288533032,1094,1271,1451
"120",410,0.300331744715379,-0.0123846555054854,0.00274247024835717,-0.0507776085752454,0.0484276527584413,-0.106134171244889,0.351109353290624,-0.0608123082639267,0.108876641493246,2347,2186,2341
"121",411,0.00764514686677842,-0.014693394571033,0.329850180541207,0.139309274167132,0.0101196042048102,0.190117442662867,-0.131664127300354,-0.0248129987758432,0.13973273787834,1833,1867,2061
"122",412,0.876978086125213,-0.0423436484783224,0.625815949405492,0.316408866590578,0.0238826349120913,0.213220940743632,0.560569219534635,-0.0662262833904137,0.41259500866186,1923,2048,2407
"123",421,-0.286175951796118,0.0915257621291374,0.449193082559894,0.00356305163358428,0.0325841172281969,0.235740209103817,-0.289739003429702,0.0589416449009406,0.213452873456077,1230,1270,801
"124",422,1.16444165228988,-0.0157731906044773,0.523866699607566,0.397680565199948,0.0169950691214851,0.190249581241034,0.766761087089932,-0.0327682597259624,0.333617118366533,2003,2100,2396
"125",423,1.15055617846274,-0.00449067283312843,0.128428056126964,0.16887494570063,0.0268209882154338,0.037889471283215,0.981681232762107,-0.0313116610485622,0.090538584843749,2590,2602,2664
"126",424,0.191794604129235,0.0298634004443628,0.0792098977459403,0.225263416413625,0.0188393793884458,0.0899450471423719,-0.03346881228439,0.0110240210559169,-0.0107351493964316,2343,2327,2457
"127",426,-0.110416594344571,0.109423171330015,0.0958598069326371,-0.0966717163884141,0,0.0151303982531417,-0.0137448779561566,0.109423171330015,0.0807294086794954,2435,2378,2205
"128",429,-0.528745238309988,-0.136040152203222,-0.343699002444922,-0.511643057369113,-0.209688764416292,-0.274539270476566,-0.0171021809408742,0.07364861221307,-0.0691597319683552,546,732,534
"129",431,0.00410604602721065,-0.0220255560032712,-0.0386664122694853,-0.0671124126239064,0.0115298408130684,-0.0685908322870219,0.0712184586511171,-0.0335553968163396,0.0299244200175366,2194,2106,2243
"130",432,-0.111905587916922,0.0891440075889633,-0.113294607107584,0.0722062903013949,0.0497892594218214,-0.0708729657529616,-0.184111878218317,0.0393547481671419,-0.0424216413546219,1366,1133,1069
"131",433,-0.702336816826431,0.221982844229089,0.320461941399351,-0.481752063849797,0.0583884941602832,-0.101418166182896,-0.220584752976634,0.163594350068806,0.421880107582247,1220,1100,558
"132",435,0.0872768316436989,0.0277563478948366,0.0848353103710409,0.0453265309570625,0.0227566188044008,0.0568332279732502,0.0419503006866364,0.00499972909043578,0.0280020823977907,2392,2315,2462
"133",436,0.0502186591725078,0.0157731906044773,0.0574348367382171,0.0345168687341371,0.0327682597259624,-0.00962868203464495,0.0157017904383707,-0.0169950691214851,0.0670635187728621,2518,2480,2554
"134",437,0.120252253196078,-0.00932745532460899,0.105226645597163,0.0711845543657219,0.00661971629769909,0.00739839226395844,0.0490676988303562,-0.0159471716223081,0.0978282533332049,2457,2443,2548
"135",438,1.10800801646147,-0.00175939499935396,0.640564667964156,0.276130990149937,0.00862053844123523,0.184528041617305,0.831877026311531,-0.0103799334405892,0.456036626346851,1174,1270,1588
"136",440,-0.0371736011322312,0.145820652073986,0.0481935260520032,-0.0343728926089426,0.0194287607548773,-0.0564401427494374,-0.00280070852328862,0.126391891319109,0.104633668801441,2289,2120,2191
"137",449,0.691678945782996,0.0100488103449479,0.443874892364505,0.365964922625921,0.0410424862058107,0.0778268986784312,0.325714023157076,-0.0309936758608629,0.366047993686074,1744,1713,1991
"138",450,0.239010913308213,0,0.162744780988824,0.137728807240961,0.0254455415155022,0.0277675738590304,0.101282106067252,-0.0254455415155022,0.134977207129793,1940,1958,2078
"139",452,-0.255631950976422,-0.732802107647949,-0.443437221441457,0.148151893161256,0.192185764585318,0.0966606024046612,-0.403783844137678,-0.924987872233267,-0.540097823846118,79,88,110
"140",453,-0.389493309412735,0.0126759533784053,-0.102164441637299,-0.177129497795754,0.0254455415155022,-0.0316567736067697,-0.212363811616981,-0.0127695881370968,-0.0705076680305297,2420,2344,2337
"141",454,0.0474223393493247,0,-0.109369920898935,0.395758091589336,0.00879476138809565,0.0107233523583332,-0.348335752240011,-0.00879476138809565,-0.120093273257268,2246,2237,2163
"142",455,0.438826176461312,-0.0326416077551031,0.168369521587913,0.412672541536587,0.000126651970859371,0.114827302481572,0.0261536349247251,-0.0327682597259624,0.0535422191063404,2285,2342,2417
"143",456,0.0178442281535638,-0.0196854750221505,-0.581334363346677,0.0178442281535638,-0.00161736131355639,0.0206908349949728,0,-0.0180681137085941,-0.60202519834165,1246,1131,1987
"144",457,0,0.0159471716223081,-0.0581223797225405,0,0.0327682597259624,-0.051943400271206,0,-0.0168210881036543,-0.0061789794513345,2720,2620,2576
"145",459,-0.0179915545667484,0.0101639661389541,-0.108720579340904,-3.80612909438582e-05,0.0327682597259624,-0.118389912651367,-0.0179534932758045,-0.0226042935870083,0.00966933331046249,2669,2525,2586
"146",461,-0.932996956435652,0.435331655819247,0.616758012378114,-0.82851012316624,0.08661412120248,-0.0420915994496553,-0.104486833269412,0.348717534616767,0.658849611827769,1675,1346,998
"147",466,0.721073140167412,0.00025871573180325,0.102355207985894,0.402338383727255,0.0365870569492159,0.0580229901125975,0.318734756440158,-0.0363283412174127,0.044332217873297,2588,2602,2665
"148",470,0.652433907126778,-0.0175561244106959,0.207552019628444,-0.0637474088775747,0.00588467999065756,-0.023706394218479,0.716181316004352,-0.0234408044013534,0.231258413846923,2390,2323,2549
"149",471,1.06544745738308,-0.0422802593100613,0.494407910556731,0.662820041201201,0.010079988243632,0.226292835319967,0.402627416181879,-0.0523602475536933,0.268115075236764,2099,2209,2440
